fuel_split,KM,LSBMSPackSOC_h6HSC6_init,VehSpdAvgNonDrvn_h1HSC1_mean,VehSpdAvgNonDrvn_h1HSC1_std,EPTAccelActuPosHSC1_mean,EPTAccelActuPosHSC1_std,ACComprActuPwrHSC1_mean,ACComprActuPwrHSC1_std,BrkPdlDrvrAppdPrs_h1HSC1_mean,BrkPdlDrvrAppdPrs_h1HSC1_std,StrgWhlAngHSC1_mean,StrgWhlAngHSC1_std,VSELongtAcc_h1HSC1_mean,VSELongtAcc_h1HSC1_std,predict
1777264,23.10842072,27.2,42.6598954458,19.4217708945,3.80795286472,2.8485581708,0.339158688381,0.0578279507185,620.271938709,532.352854542,15.4174654006,20.1429629546,-0.00390856522824,0.0806531077664,1537506.6117
1879024,23.45312944,32.0,42.4102198477,18.6403535418,4.30015629675,2.85479758971,0.33898703327,0.0572969561161,603.36226429,514.747081928,9.53150064287,24.1487322255,-0.0274887715439,0.0906022659242,1533631.68978
3269744,35.20055961,23.7,15.0226180569,13.3133407332,3.53944387674,2.28353904989,0.483287650691,0.119878970971,476.003260604,410.057551558,0.869376046284,16.6532198517,0.0204624357069,0.107480785916,2859288.90454
2383056,32.07854492,30.9,49.728623791,16.5251013685,6.23012764825,2.08323072268,0.331008231674,0.00892337906847,332.269036948,405.233305921,-8.87255420534,23.3911321119,-0.0642502297621,0.155072733759,2282027.07675
2451024,32.65267128,28.4,53.236574868,14.8581332867,6.20854596848,1.92088411305,0.339280775166,0.0507695337788,277.005051838,363.205439845,-8.36867082211,25.6704882667,-0.0721014152344,0.162266960711,2511393.49117
1777264,23.10842072,27.2,42.6598954458,19.4217708945,3.80795286472,2.8485581708,0.339158688381,0.0578279507185,620.271938709,532.352854542,15.4174654006,20.1429629546,-0.00390856522824,0.0806531077664,1537506.6117
1879024,23.45312944,32.0,42.4102198477,18.6403535418,4.30015629675,2.85479758971,0.33898703327,0.0572969561161,603.36226429,514.747081928,9.53150064287,24.1487322255,-0.0274887715439,0.0906022659242,1533631.68978
3269744,35.20055961,23.7,15.0226180569,13.3133407332,3.53944387674,2.28353904989,0.483287650691,0.119878970971,476.003260604,410.057551558,0.869376046284,16.6532198517,0.0204624357069,0.107480785916,2859288.90454
931296,36.62940172,83.0,15.9863265618,14.3384713745,2.90530125682,2.16084033143,0.503750053584,0.111788185994,411.491911333,353.792325972,9.30642650663,21.6714379727,-0.000236921229955,0.0947480432623,2368624.06827
207552,16.24182542,93.8,23.5224386229,21.3697147837,3.70317407267,2.60677755811,0.463863982893,0.122237237013,198.503073753,123.455440301,10.868969583,43.4938014927,-0.0239931293561,0.12402357034,387478.936451
1287104,38.53972339,93.8,29.907382962,24.1786044722,2.79155027206,2.01174763056,0.451450386945,0.112663785824,350.822865355,350.185402214,-0.0499665215127,36.1933960626,-0.0388723537087,0.0877160124472,2160498.96367
2796544,35.71369356,42.1,26.5833115414,23.5441690822,2.79746091869,1.96518731066,0.456228394961,0.0997330022231,346.788324076,390.911092931,-1.68230325868,30.6471340486,-0.0146559059195,0.11408237364,2448242.04205
29307552,256.7505255,83.3,35.9490644819,23.9544244145,3.13867630922,2.14379016206,0.396801268326,0.0973096998153,392.838308157,485.547440486,4.74082932798,22.0118160011,-0.0544693227092,0.0984717986048,24980459.6335
1863536,19.90592231,22.2,23.7234152,24.96495242,4.631610885,10.42254865,0.15569272,0.06510853,601.8447711,873.6997949,15.26957278,147.9057427,0.030191677,0.606590446,2770875.41071
2165872,20.37489489,27.3,23.21998848,25.36417302,6.375650733,14.94321409,0.128561525,0.099049049,316.1163696,988.3283126,12.06148678,109.1501614,0.025943841,0.691313123,1779064.62998
30325024,248.6239577,23.4,34.8394973986,24.6187270422,3.10942721813,2.29709692596,0.402322682129,0.105727264389,417.766618147,472.458539546,6.49104100931,24.4381713017,-0.0593749674952,0.103862898088,25040996.332
212352,20.14757175,82.3,14.65629849,14.0069601005,2.47826782942,2.10775226368,0.521825037635,0.156343031711,598.54454741,514.337934896,7.21430671439,8.42988317585,-0.0146576622828,0.0752391674243,299431.395453
638416,16.09686911,48.2,3.52022898551,3.55523244103e-15,0.789607729469,1.45542328055e-14,0.33,6.38830829248e-15,1225.50724638,1.18318135637e-11,10.4920444444,6.93270326001e-14,-0.04425891748,4.09684988322e-16,1662402.69471
1175296,21.57191744,39.1,16.7210276314,14.6193174527,2.4903222221,1.98744476742,0.498649051406,0.138989589913,475.198595433,474.627213594,7.31028554519,11.7109507665,-0.0123917874755,0.0796229274924,1085790.6637
1251776,21.55063239,39.0,15.6716364824,14.3533618954,2.49643991214,2.02607443167,0.500701894254,0.141595611536,505.816324137,488.235701948,8.63882615428,13.3921892234,-0.00619997411341,0.0765653112692,1138717.61958
144960,6.804653167,82.3,22.790614893,17.0564241309,2.99469730611,1.65695818611,0.497154600386,0.0858790318398,266.982031274,131.1192259,3.16829520361,19.4483667488,-0.0420166420718,0.0884278177465,-777817.284663
1447328,38.427906,69.5,36.69021658,38.58836852,6.438764408,11.12232511,0.0,0.0,319.5371967,721.3897132,1.526779499,91.64485054,-0.019444106,0.483228788,2493746.50859
2894240,40.10815011,35.5,49.2712303,40.60865851,9.020858522,13.85836562,0.0,0.0,309.4898481,823.0351787,10.14841931,124.7249993,-0.022542228,0.513611173,3659178.36859
336544,5.81297575,35.5,37.1912244123,23.7507848092,4.89366396162,2.69191693108,0.428665012777,0.108893094485,199.514692148,103.878158908,2.46233720182,24.0748704912,-0.131001321289,0.0983563864323,-365947.091755
469056,5.495253528,29.4,18.71786612,19.44008088,3.959680481,11.64573714,0.0,0.0,472.9633835,850.4614812,2.95582127,97.11398464,-0.015529378,0.640312414,287690.849071
96224,34.24236347,96.7,15.2102603614,12.9764227413,2.10434551099,1.63784004753,0.554059596887,0.126638720347,559.229578986,483.665085062,12.9705750628,17.4092570398,-0.0236875521583,0.0551888678664,1863389.89843
556864,20.72437164,82.0,24.302060432,20.1439235285,2.92406135404,1.7616613518,0.484788927661,0.0981900651391,243.314639271,150.586415081,5.92446039832,23.5130791304,-0.0504890955042,0.092747672618,652535.054159
1073824,20.80214486,48.5,23.7117949541,14.6164898995,3.41874304532,1.60093505619,0.491639126902,0.0761379216541,269.618111453,117.623284011,3.13670692618,18.8172506964,-0.0369917231578,0.0827685514189,1272937.3158
816080,21.00874789,81.3,28.8153278063,20.1833001558,3.60340401138,1.97416021346,0.456840042917,0.0994783562082,210.901948817,139.378392535,1.04195148564,26.9005117996,-0.0715525736649,0.114537210851,686140.848289
969312,20.73773492,55.6,25.1882942105,15.1838370997,3.68522162872,1.73958545551,0.48327022294,0.0840308240722,262.41887919,120.352837004,3.1017528706,20.1299064466,-0.045015038996,0.0890281578474,1163099.14023
703696,12.89662775,31.0,20.5600900009,12.771256665,3.66831136986,2.31473523841,0.447369600916,0.0779037962627,224.020660422,88.5143255839,-11.5493889485,31.3258568508,-0.0815794752103,0.137122061426,768698.109863
1556512,20.69361681,26.2,23.756729409,16.841160332,3.27162024016,1.74383714925,0.492112196977,0.0865092660309,271.887239883,135.100117204,4.21002110766,21.0336714621,-0.0423904720603,0.0888856276254,1528072.20781
405984,9.692776917,83.7,19.4504457767,16.7658126868,2.41821408122,1.38917939306,0.519618937825,0.0774836460505,240.976329756,113.089857602,15.1675244173,25.2813898247,-0.0317309048143,0.0630801592624,-215112.479988
0,9.027207028,69.2,30.6403667355,22.7138027401,2.83536977035,1.10541517352,0.465358120416,0.0998061319783,188.047914597,146.63122277,6.56611785208,18.536870908,-0.0554775468995,0.0742353076993,-579790.901535
65536,10.78972511,54.4,21.4515088426,16.5298853452,2.65038019891,1.28381544691,0.509614651577,0.0744700153353,247.956029257,115.731480586,9.64874645313,21.5941094896,-0.0382749900549,0.0673738003251,188537.191324
33200,6.331641333,96.4,17.7453567166,10.2673458781,2.69525372788,1.29463151499,0.530602327908,0.0477728392634,290.306730974,93.9268745127,10.7817968621,19.9538380916,-0.00667873089591,0.0202781882742,-616809.795222
0,6.286766278,83.2,15.6546304157,11.2478565943,2.31466623503,1.26917911388,0.535113896553,0.0560240845072,276.627704789,103.396602925,14.2242899418,23.4832808899,-0.00700151162866,0.0261452072234,-385480.591999
0,13.49040483,72.5,18.0499490446,19.3816395881,1.99019513145,1.47058971066,0.534273321417,0.0893702184844,216.632394136,117.472520717,27.996820384,26.514418969,-0.0232168397774,0.0546392816818,428347.184121
73120,6.337955306,53.4,15.115001202,11.4558162671,2.22879573732,1.36745230755,0.541373953712,0.0559166279286,264.53824742,97.3401269541,19.2611230462,25.515814281,-0.00637727673101,0.0248449276701,139788.910578
0,12.85017461,80.2,24.4312933167,18.6079587568,2.88223544558,1.26693590487,0.505507254549,0.083452818083,301.047673697,154.508977673,4.60081660469,6.70416926315,-0.0337445036575,0.0585734336913,-371416.314915
694016,14.96030317,57.2,24.3065272483,17.1392277825,3.14739534323,1.49586789047,0.509639346207,0.0775187972871,294.718634484,145.970116924,7.66338331683,15.573002556,-0.0269904025733,0.0537363123691,430019.93234
393216,6.764593417,42.3,12.0457028466,15.6537163704,1.91449782383,2.0807360665,0.541768345562,0.0895419312603,226.360033988,116.14522598,30.9871934536,26.9251575393,-0.0316268155599,0.0614380561755,331934.701596
1108416,16.71400344,34.2,21.0701122028,16.364850763,2.64977057609,1.28741343234,0.516001578628,0.074705925897,280.828219312,147.961159775,7.84736874125,15.8095225888,-0.0341789899294,0.0568965403857,959012.339391
1122880,14.31883231,26.7,22.4531425316,20.0185130426,2.56729591664,1.61447895828,0.5210846829,0.0909304893052,263.762092265,151.972868571,18.3805535549,22.3272115666,-0.0315112807553,0.0589280892614,926002.14508
1623840,15.97699831,22.1,18.0319233167,15.719337147,2.46343740047,1.52750614028,0.520983516174,0.0781025740523,247.438703953,121.778888054,15.7036226021,27.4336795122,-0.0248701089677,0.0548850229614,1391846.69065
137088,5.916586056,93.9,13.3248060773,9.38645043211,2.39960192366,1.68371690306,0.534196837925,0.0647001250157,304.330238169,138.482317538,10.5508146367,29.9853597541,-0.0286715297712,0.0557479191771,-482150.717524
521424,6.477849222,85.4,14.2085124134,9.96391192895,2.30614408371,1.57348947635,0.546536454121,0.0531321748598,309.556554264,107.308266795,16.6539413326,22.6071653836,-0.0103656212862,0.0412284386916,-320625.982306
1582976,15.41894753,22.5,13.3965165225,9.9252422294,2.24976510183,1.6430013914,0.539576182975,0.0628162098417,270.617988375,115.783087811,16.4169146313,34.4542997712,-0.0218586782805,0.0565935616482,1677173.69897
137088,5.916586056,93.9,13.3248060773,9.38645043211,2.39960192366,1.68371690306,0.534196837925,0.0647001250157,304.330238169,138.482317538,10.5508146367,29.9853597541,-0.0286715297712,0.0557479191771,-482150.717524
521424,6.477849222,85.4,14.2085124134,9.96391192895,2.30614408371,1.57348947635,0.546536454121,0.0531321748598,309.556554264,107.308266795,16.6539413326,22.6071653836,-0.0103656212862,0.0412284386916,-320625.982306
1623840,15.97699831,22.1,18.0319233167,15.719337147,2.46343740047,1.52750614028,0.520983516174,0.0781025740523,247.438703953,121.778888054,15.7036226021,27.4336795122,-0.0248701089677,0.0548850229614,1391846.69065
1582976,15.41894753,22.5,13.3965165225,9.9252422294,2.24976510183,1.6430013914,0.539576182975,0.0628162098417,270.617988375,115.783087811,16.4169146313,34.4542997712,-0.0218586782805,0.0565935616482,1677173.69897
1722720,22.99417869,28.7,25.7329354949,16.4135521124,3.39722509888,1.86756279958,0.490759206844,0.0823781153436,223.677173904,160.653263006,-0.434981985222,21.559057188,-0.0653868065451,0.13455875498,1643105.38047
381088,14.27146692,84.4,30.83130155,24.77927855,7.101256061,17.18455732,0.0,0.0,217.506301,527.8330083,-0.403757561,80.27998599,-0.017165747,0.864644915,208614.259556
601584,5.455589389,22.8,12.4756297333,10.877114928,2.00090159172,1.67319546357,0.557952658252,0.056861273763,327.249555427,121.885399435,19.4832647301,22.5492387351,-0.0165715370931,0.0597121852809,451502.603001
294288,3.845699417,25.4,12.211270381,13.3239493577,2.00988100404,1.73548587899,0.528383082043,0.0839486989849,263.890466221,172.779872554,12.8516108889,22.4931231815,-0.0513036061629,0.0708230392979,-29857.02441
787968,37.42635689,82.8,22.1709402994,14.613304232,3.20933683359,1.72802298699,0.513274747213,0.0749825657248,289.320940736,140.367759582,7.05665523055,16.8440529397,-0.023328378556,0.0885054704455,2538259.82545
1152752,15.75271853,27.7,26.3265232946,19.3876430998,3.0252908774,1.47180705471,0.504135816648,0.0901069367331,277.122897009,156.681428565,9.68121121254,15.2117848238,-0.041089349086,0.0716445394041,852336.842715
1787120,19.68738478,24.7,19.0565776432,12.6285004302,2.9052800755,1.70433963192,0.531464582216,0.0728398830059,319.83906178,137.164725548,6.32917164354,7.28047850342,-0.0126151318257,0.0744007410998,1409637.7113
346064,5.01402475,25.6,15.5372402653,12.4827252281,2.58584253719,1.99521501145,0.502743177392,0.0811981815701,259.218844451,147.81439885,4.92758840538,13.0818956623,-0.00190574781699,0.0842931568863,-112831.835489
1434416,17.79319919,25.1,21.2025949864,19.6751863805,2.8983918421,2.28682093301,0.450067242007,0.102596935105,251.576042846,279.405087501,3.94337270197,36.9908336913,-0.00434786520797,0.108752935995,1210842.70711
2685824,46.95556183,25.4,39.736338733,24.210157937,3.293823731,1.44980506236,0.394576187558,0.0873680065268,179.991682623,306.487443511,1.3622301682,14.1709010057,-0.0757971680838,0.113408510701,3650702.93646
3186448,46.71289778,22.9,38.6587363368,22.776975574,3.46708967275,1.94307811887,0.40789830388,0.0995243473254,155.519153878,225.613818653,2.77322414491,37.823777236,-0.0747419847396,0.10899474643,4212606.17398
0,18.83858508,82.6,18.7547271821,14.5969240747,2.69190607111,1.61221639649,0.527387933962,0.0826222906073,309.965355774,136.95980321,6.68895257683,14.2725118704,-0.0163105573231,0.0753552789525,544064.648492
814720,18.66083847,48.6,16.0157958598,10.4548781578,2.48092350899,1.31577190771,0.536827797667,0.0490336813574,339.925409986,109.459037791,6.23519834845,16.0022766479,-0.00977229957846,0.0258518150532,1222840.27689
1912448,20.81829508,26.5,16.7440352521,12.6801989368,2.63042521638,1.84301105236,0.526299842376,0.0776463270137,297.671782713,127.681152974,8.6937521202,25.0458010618,-0.0162443971068,0.0773356995835,1827632.51626
1530880,18.49011594,25.5,18.3232425167,10.1142391247,2.76565731442,1.15495803266,0.523422074775,0.0470417362541,316.114145321,102.347199244,2.95981764124,15.2015439748,-0.00992671452036,0.0266320267858,1486402.12878
